"country","year","x","y"
"C",1997,4.34035426750779,20.2765275737126
"D",1997,6.65688924887218,33.3378506545263
"E",1997,6.87192021496594,23.3611685343973
"F",1997,6.10885230172426,23.8560576266907
"G",1997,8.9378306879662,31.0205948708045
"H",1997,8.89024783810601,26.7611264285611
"A",1998,1.4511076787021,25.7534819027685
"B",1998,1.88549250480719,20.8846963041394
"C",1998,3.07652548654005,15.5039777389774
"D",1998,5.23946085642092,24.6010182592326
"E",1998,7.11097199004143,23.9080323259329
"F",1998,4.14160059671849,17.7345367594757
"G",1998,7.14659743267111,16.2699916137419
"H",1998,8.52464037109166,30.0085377045785
"A",1999,2.81914370972663,25.8180440675913
"B",1999,1.52882699389011,24.1637501504537
"C",1999,4.18903154693544,23.6611301771119
"D",1999,3.69647097587585,18.522662375432
"E",1999,5.69755077362061,26.143262449673
"F",1999,5.09274259209633,19.3748034118855
"G",1999,8.862604287453,24.7567635598836
"H",1999,8.08157704537734,20.5751295122727
"A",2000,2.62932797847316,25.4695386306733
"B",2000,0.438919756561518,21.8043921634686
"C",2000,4.20543093886226,21.1023461889621
"D",2000,2.4079550714232,21.0749022882766
"E",2000,7.67798081319779,24.2641621639433
"F",2000,6.02946978155524,16.1200167672798
"G",2000,8.84729114198126,21.873088556853
"H",2000,8.53234427236021,20.3292570692502
"A",2001,1.05990802892484,30.8081775471618
"B",2001,2.28662280435674,32.3578285855958
"C",2001,4.09181671403348,19.7922053760394
"D",2001,6.02859088149853,25.5114238985339
"E",2001,7.24394751060754,19.5055191701697
"F",2001,5.76459711138159,19.2705079028906
"G",2001,8.82558474736288,28.7648928722267
"H",2001,8.94076858600602,23.1165043246538
"A",2002,1.63937284098938,22.3392584289428
"B",2002,2.78973453165963,24.8708083957131
"C",2002,3.61947995098308,19.4458368497532
"D",2002,3.84626938775182,22.0862030164875
"E",2002,5.06611147802323,19.7220245753835
"F",2002,6.65550960972905,27.1613955507731
"G",2002,8.5771761580836,24.0931158192189
"H",2002,9.22479091584682,30.1445885276846
"A",2003,2.7771292552352,20.9291774472415
"B",2003,0.125330847222358,21.2416667737492
"C",2003,4.31363723473623,25.2713192057246
"D",2003,6.34799310052767,26.3821360607265
"E",2003,8.91498878318816,18.1382061345208
"F",2003,4.46270140167326,15.0922624882038
"G",2003,8.7736703089904,24.6055130816929
"H",2003,8.15460328012705,18.5417234458815
"A",2004,3.48491218360141,28.1102609870237
"B",2004,1.38014290924184,22.4737628924488
"C",2004,3.10320163657889,17.8063396105972
"D",2004,2.89874631376006,21.8963077167315
"E",2004,7.8798997560516,19.5373388057565
"F",2004,6.14667635317892,22.9887751775889
"G",2004,6.74149159505032,16.5847553891917
"H",2004,9.87729989131913,28.7228553079187
"A",2005,3.77180228522047,23.2351045908102
"B",2005,0.327588587533683,14.999721034896
"C",2005,4.43557664332911,24.9722102375461
"D",2005,5.90974803711288,28.9080378023586
"E",2005,5.26800245326012,29.5619659466267
"F",2005,7.57750837318599,29.8991735165708
"G",2005,8.33454719837755,26.0016624888776
"H",2005,9.15740322135389,16.9353600454555
"A",2006,1.7960050618276,17.258241981634
"B",2006,1.53964042011648,24.6676544614687
"C",2006,4.90750748571008,23.7260216891458
"D",2006,3.04641618207097,24.93416208082
"E",2006,5.17558362614363,18.6682640711244
"F",2006,6.17950854729861,30.7019015701536
"G",2006,8.09878483763896,20.6879920264243
"H",2006,9.29788657091558,15.9808759781172
"A",2007,1.24774364382029,22.2534968900708
"B",2007,1.54014337412082,20.6652100196423
"C",2007,3.04156729113311,18.5644345523492
"D",2007,3.92909742705524,24.3830587639163
"E",2007,8.47969426587224,21.4942162518347
"F",2007,5.33747696503997,21.6651923120974
"G",2007,6.36247945250943,18.9263848819443
"H",2007,9.8004474802874,24.5469774659273
"A",2008,2.47858979110606,32.1416791350448
"B",2008,2.23542598891072,25.9372477351402
"C",2008,4.96765031898394,23.3249186824346
"D",2008,3.67416085023433,25.0711837333242
"E",2008,5.66594365239143,15.5414131002016
"F",2008,7.40229872148484,21.1771274394424
"G",2008,6.58551779715344,20.4694449781876
"H",2008,8.19675125554204,20.0535869418505
"A",2009,3.38175964332186,27.2394340518904
"B",2009,0.51776953577064,16.9147461259744
"C",2009,3.496026806999,18.4849458871034
"D",2009,6.24903313978575,21.3112392590965
"E",2009,7.99329617246985,13.4728018710713
"F",2009,4.36508020572364,19.5548297371713
"G",2009,6.80648837797344,28.3699466349281
"H",2009,9.55319073423743,19.8951255865724
"A",2010,3.84633135888726,24.0057131900335
"B",2010,0.198398564010859,17.9747361270528
"C",2010,4.48029390536249,21.3028041801528
"D",2010,3.37728956411593,20.765838848007
"E",2010,6.22446717135608,11.6729107310007
"F",2010,7.76928485184908,20.900004357626
"G",2010,6.9980927312281,22.217714907181
"H",2010,9.13971799146384,22.957489300168
