"country","Year","x","y"
"Hd",2009,4.99715369055048,15.6268003159203
"Id",2009,6.57537300814874,14.8138610222377
"Jd",2009,9.91361643909477,34.8774543176405
"Kd",2009,3.12331186491065,22.4278226541355
"Ld",2009,9.00221347506158,21.7912602643482
"Md",2009,4.44715805049054,20.9081955589354
"Nd",2009,7.12120577809401,16.999884180259
"Od",2009,7.91253124643117,18.2828370514326
"Pd",2009,7.14061131933704,30.2515710936859
"Qd",2009,4.69213399197906,16.7706849374808
"Rd",2009,8.20497779478319,33.6366827404127
"Sd",2009,9.65493517019786,29.7930577262305
"Td",2009,1.34143102332018,3.64178547402844
"Ud",2009,5.96516775619239,12.4662638818845
"Vd",2009,9.94455329771154,20.660739085637
"Wd",2009,6.70105414977297,27.6175163579173
"Xd",2009,6.90800766414031,21.3228526073508
"Yd",2009,5.14957025554031,27.6523337960243
"Zd",2009,3.03898044954985,7.98541779117659
"Ae",2009,5.2529120054096,12.1544881779701
"Be",2009,8.1181129408069,36.0746800345369
"Ce",2009,9.78910303488374,27.8789844606072
"De",2009,8.39279652852565,12.5490800347179
"Ee",2009,1.79911223752424,3.74967266665772
"Fe",2009,5.51133552449755,16.9191200542264
"Ge",2009,7.03176527214237,20.223356067203
"He",2009,6.06961139314808,28.3860719916411
"Ie",2009,3.90734248538502,19.5496818162501
"Je",2009,5.05558007140644,23.0145403598435
"Ke",2009,5.19779796618968,21.2887372896075
"Le",2009,6.33441654965281,17.2624967014417
"Me",2009,2.19839453417808,3.64856319176033
"Ne",2009,9.33800487522967,30.8723282832652
"Oe",2009,2.10083461902104,10.5906326291151
"Pe",2009,5.56867729127407,15.3289793189615
"Qe",2009,6.44697953085415,9.71940857730806
"Re",2009,7.65681661176495,32.8322127619758
"Se",2009,1.82856190134771,9.04439197620377
"Te",2009,2.51224698801525,9.61948963487521
"Ue",2009,8.46413316717371,36.8885260806419
"Ve",2009,7.3752764093224,29.1902294368483
"We",2009,5.80005486682057,25.6231578011066
"Xe",2009,6.34684174042195,31.3569321380928
"Ye",2009,1.79156730719842,7.13534289645031
"Ze",2009,7.81505680992268,24.390642112121
"Af",2009,6.83882353594527,20.2975859632716
"Bf",2009,8.5322780336719,22.2573205409572
"Cf",2009,4.20939873065799,26.4630495426245
"Df",2009,9.58844819385558,21.8714790591039
"Ef",2009,3.14022340229712,21.2668868596666
"Ff",2009,2.48914976953529,19.2152085178532
"Gf",2009,4.53543381555937,14.5544836814515
"Hf",2009,2.66223640739918,17.2087907763198
"If",2009,3.9170984486118,18.5458646770567
"Jf",2009,6.72684795432724,28.4119690903462
"Kf",2009,8.88453254988417,25.2940671434626
"Lf",2009,8.51164249423891,23.2681979718618
"Mf",2009,3.53078183927573,21.9506962243468
"Nf",2009,5.41867524455301,9.24189804727212
"Of",2009,1.93292578868568,8.75295475963503
"Pf",2009,8.72931285435334,25.6484440555796
"Qf",2009,2.79254775005393,13.9990563197061
"Rf",2009,2.25579385319725,12.936730352696
"Sf",2009,7.77287659002468,18.6808018782176
"Tf",2009,8.75073938560672,25.4558906666934
"Uf",2009,6.29207770433277,19.3432512432337
"Vf",2009,6.25591621058993,17.5764293018728
"Wf",2009,8.48619293025695,34.2663685455918
"Xf",2009,4.31449147267267,18.3430570242926
"Yf",2009,6.8597691366449,28.8240054901689
"Zf",2009,5.85863019200042,33.9856495866552
"Ag",2009,7.07651617564261,13.3933313814923
"Bg",2009,2.82500377204269,16.4894745345227
"Cg",2009,5.43801344139501,16.3613769975491
"Dg",2009,8.88030570070259,25.4184458698146
"Eg",2009,9.13774354988709,15.9832462533377
"Fg",2009,3.69783579930663,13.0359215564094
"Gg",2009,1.70627294108272,8.77213882748038
"Hg",2009,1.89768075756729,21.1976340189576
"Ig",2009,2.34143846761435,12.6500654239208
"Jg",2009,6.68935308628716,26.2861727233976
"Kg",2009,7.09542051469907,27.1457048840821
"Lg",2009,3.61348527739756,19.6247898139991
"Mg",2009,1.8266931748949,20.0022231675684
"Ng",2009,5.02511358843185,15.087694530841
"Og",2009,9.61500785080716,21.5988671523519
"Pg",2009,5.33844161801971,22.8596511161886
"Qg",2009,8.25635744258761,34.4840938574634
"Rg",2009,9.58441522647627,26.4618803788908
"Sg",2009,3.89190480718389,10.8705108640715
"Tg",2009,3.57362259505317,24.4928265404887
"Ug",2009,4.85842666565441,18.415036000777
"Vg",2009,1.61244181822985,18.2202139571309
"Wg",2009,7.28810886805877,23.2830675495788
"Xg",2009,4.64462407608517,17.4017685577273
"Yg",2009,6.01436159852892,17.2378569734283
"Zg",2009,4.61229968769476,22.0105953924358
"Ah",2009,1.53406294970773,5.13227244094014
"Bh",2009,8.76511416304857,21.4806565972976
"Ch",2009,6.27904685819522,21.2094738828018
"Dh",2009,1.77814246970229,6.33419382153079
"Eh",2009,5.84817396686412,24.1473800591193
"Fh",2009,5.55203510844149,11.3828231333755
"Gh",2009,7.58952964353375,33.2932445388287
"Hh",2009,8.39918673224747,32.3230168283917
"Ih",2009,2.5445170449093,24.9588262438774
"Jh",2009,1.21209470555186,9.75474206032231
"Kh",2009,9.69216053280979,32.2734578587115
"Lh",2009,6.42028248403221,23.6109479819424
"Mh",2009,1.01264418056235,1.1993717183359
"Nh",2009,5.88513389555737,23.5496705509722
"Oh",2009,9.34513871301897,29.8847671453841
"Ph",2009,9.44385589030571,28.7773152799346
"Qh",2009,1.64732574648224,3.14856958668679
"Rh",2009,4.35826670378447,32.2337257070467
"Sh",2009,5.59098504763097,26.7666176273488
"Th",2009,2.85999307548627,12.730550296139
"Uh",2009,5.70560447638854,13.4615542553365
"Vh",2009,6.93004266917706,20.0647313655354
"Wh",2009,6.28223274624906,26.0183168835938
"Xh",2009,5.68709858157672,16.3920950270258
"Yh",2009,2.45829456322826,14.8873798772693
"Zh",2009,3.0588535501156,13.0789064411074
"Ai",2009,5.96960331685841,20.9902733033523
"Bi",2009,7.29416050994769,22.0235236417502
"Ci",2009,4.75380376703106,27.4772802698426
"Di",2009,5.24701167154126,16.4932531844825
"Ei",2009,3.81156073021702,14.8987066131085
"Fi",2009,4.8729942352511,15.7060811873525
"Gi",2009,7.01541069964878,30.815776438918
"Hi",2009,8.65066157188267,17.3792156158015
"Ii",2009,5.16428453149274,7.78308974113315
"Ji",2009,8.26225620484911,28.9762603077106
"Ki",2009,6.90290969004855,24.6054282835685
"Li",2009,2.41559789027087,25.6618807623163
"Mi",2009,8.17874496709555,24.9325824487023
"Ni",2009,8.26194976037368,19.8491231244989
"Oi",2009,8.63934315904044,27.6580894025974
"Pi",2009,3.7478965211194,27.0052278353833
"Qi",2009,2.9563649543561,3.46867474913597
"Ri",2009,1.44501387653872,16.9773581353948
"Si",2009,7.96442722156644,21.3636313253082
"Ti",2009,1.92957507050596,13.8453752794303
"Ui",2009,7.10107382130809,17.1855213744566
"Vi",2009,6.47448392678052,26.6195530346595
"Wi",2009,6.01664803503081,27.1920534349047
"Xi",2009,1.13531198608689,2.65660104388371
"Yi",2009,2.0883628395386,25.1873674606904
"Zi",2009,5.69040321395732,32.224839113187
"Aa",2010,7.9814293757081,28.3042174363509
"Ba",2010,2.59455295838416,15.8004232491367
"Ca",2010,4.29895901400596,23.1475340840407
"Da",2010,9.10447879787534,18.1608938141726
"Ea",2010,9.91789321298711,37.3656494100578
"Fa",2010,9.56217734166421,18.6907338052988
"Ga",2010,8.29576517827809,24.7644046582282
"Ha",2010,2.75922173680738,7.98432098329067
"Ia",2010,9.82828332553618,32.6783587755635
"Ja",2010,5.72959433402866,26.8118429202586
"Ka",2010,2.76092845574021,18.096345609054
"La",2010,7.19098048470914,29.7601824756712
"Ma",2010,2.12816769932397,9.87829167116433
"Na",2010,2.30939446017146,9.69092872459441
"Oa",2010,4.49307077168487,16.1003584684804
"Pa",2010,9.71353122591972,37.8933376022615
"Qa",2010,1.60718142800033,7.72221776517108
"Ra",2010,2.41096892766654,23.9832897861488
"Sa",2010,8.39677193528041,20.234889739193
"Ta",2010,1.22603191412054,26.4484932273626
"Ua",2010,1.41410716134124,15.2760451477952
"Va",2010,1.59089583228342,18.9792211381719
"Wa",2010,4.38799160625786,24.4258354296908
"Xa",2010,5.80297715240158,30.8275227523409
"Ya",2010,7.93532152171247,30.9505195794627
"Za",2010,2.19382907496765,9.4218304916285
"Ab",2010,8.77340534469113,32.5257356930524
"Bb",2010,7.7034614586737,21.0965342056006
"Cb",2010,3.54694510949776,2.53427851758897
"Db",2010,4.57048226171173,17.1658337027766
"Eb",2010,7.08022564137354,14.8110851775855
"Fb",2010,8.30071645020507,23.1060028527863
"Gb",2010,8.58586428244598,23.1140410951339
"Hb",2010,2.08469663490541,18.7336996425875
"Ib",2010,9.53280280274339,38.5739614148624
"Jb",2010,4.58621541247703,21.3310259319842
"Kb",2010,3.92775935772806,6.88281801668927
"Lb",2010,4.3505985091906,21.6607816400938
"Mb",2010,7.65208383719437,37.4187329444103
"Nb",2010,6.12626941245981,21.4890046222135
"Ob",2010,9.25737797399051,32.8929226379842
"Pb",2010,9.3898013739381,20.6913775075227
"Qb",2010,2.66192801622674,17.2311802250333
"Rb",2010,9.14865227625705,30.3185378266498
"Sb",2010,7.91938544507138,21.4996183202602
"Tb",2010,9.40577163826674,34.0037101111375
"Ub",2010,1.42125230003148,4.06079592322931
"Vb",2010,5.97262542881072,34.0453013489023
"Wb",2010,3.39399822358973,20.1896433522925
"Xb",2010,9.10006903670728,23.2225913386792
"Yb",2010,5.54784635291435,28.8443153672852
"Zb",2010,8.78983664303087,33.2795148827136
"Ac",2010,4.1183096866589,21.9663028204814
"Bc",2010,9.3997532913927,27.30018539913
"Cc",2010,8.9227408959996,27.0859080664814
"Dc",2010,2.03502941201441,3.7989881709218
"Ec",2010,2.72068922477774,3.23462932277471
"Fc",2010,4.21030543046072,19.4010786688887
"Gc",2010,9.56788357160985,32.0901985149831
"Hc",2010,8.63983697048388,28.373717545066
"Ic",2010,2.23106408934109,25.8935466054827
"Jc",2010,2.66125764208846,22.6674112253822
"Kc",2010,7.63035105215386,26.3458523764275
"Lc",2010,9.85199882043526,25.5704362033866
"Mc",2010,9.28971765306778,24.7900448129512
"Nc",2010,8.14582584076561,21.4597053918988
"Oc",2010,8.52231088420376,26.7209470197558
"Pc",2010,5.09728530142456,9.40148820541799
"Qc",2010,8.87708865501918,27.434468335472
"Rc",2010,2.37602600967512,16.1957742511295
"Sc",2010,1.92036426835693,18.0877531897277
"Tc",2010,7.80279532191344,12.592264758423
"Uc",2010,7.38331571687013,29.7553871781565
"Vc",2010,8.65192293305881,17.1146758296527
"Wc",2010,7.73867224971764,22.2830682187341
"Xc",2010,7.14664832851849,13.0981718711555
"Yc",2010,1.44075723178685,13.4290195801295
"Zc",2010,3.06345556071028,16.4290189119056
"Ad",2010,4.11014196835458,8.87640397110954
"Bd",2010,1.30521848588251,17.5381902051158
"Cd",2010,7.83707883348688,30.696415964514
"Dd",2010,4.69980716542341,25.7050196491182
"Ed",2010,7.74452139530331,16.058846172411
"Fd",2010,5.83400673163123,14.3941979398951
"Gd",2010,4.62017183285207,16.1330552930012
"Hd",2010,6.33528111781925,13.9017280247062
"Id",2010,1.17435528081842,5.92869705054909
"Jd",2010,9.0933364322409,34.1288163247518
"Kd",2010,1.25111413700506,17.0269746808335
"Ld",2010,1.11004828242585,4.01398606365547
"Md",2010,7.89389615715481,28.4425945966505
"Nd",2010,9.12892318936065,18.3994962139986
"Od",2010,3.06157061108388,11.6392936296761
"Pd",2010,6.29225370334461,21.1451700231992
"Qd",2010,7.04016955080442,22.452653110493
"Rd",2010,2.18618513550609,19.7229311265983
"Sd",2010,4.05089710932225,23.0852362858132
"Td",2010,6.10970755340531,16.9930787640624
"Ud",2010,9.88471045694314,28.7143723913468
"Vd",2010,7.34035106399097,22.359316340182
"Wd",2010,2.49737290479243,17.5417321440764
"Xd",2010,1.41690833470784,12.8798674158752
"Yd",2010,4.15957332658581,24.102524864953
"Zd",2010,4.77303822943941,10.2831007996574
"Ae",2010,9.16443427256308,23.0669448184781
"Be",2010,4.42291803704575,30.1333941179328
"Ce",2010,7.51938525307924,22.3841724046506
"De",2010,9.41158946487121,22.8401240427047
"Ee",2010,8.14834013720974,13.4886893867515
"Fe",2010,5.9838069609832,20.351747429464
"Ge",2010,8.68588401377201,27.8580587618053
"He",2010,2.9928896673955,17.5892399633303
"Ie",2010,1.63061505625956,17.656488688197
"Je",2010,9.12784768012352,35.1215794282034
"Ke",2010,5.56248762877658,15.9549422888085
"Le",2010,8.30976726068184,22.7864522193559
"Me",2010,5.10660937032662,12.7254982497543
"Ne",2010,3.45088496198878,13.5043879547156
"Oe",2010,2.28103176574223,11.1706436728127
"Pe",2010,3.99019694025628,15.7076759114861
